model,mae,rmse,r2,mape_percent
lasso_regression,6627.931807581117,8956.797048811475,0.836880385250367,54.862087350094235
linear_regression,6628.4703392810625,8956.970869118073,0.8368740540191434,54.88792129492085
ridge_regression,6505.084114206554,8972.323302461378,0.8363143722855296,41.46437664268356
gradient_boosting,6094.051629121767,9983.704770030543,0.7973324676873028,25.615649713430084
random_forest,6338.666768333345,10657.09045850015,0.7690712397972058,28.003639941426744
