country,average_value
DEU,0.4781087867596911
GBR,0.45638070791651186
CAN,0.447253587358255
AUS,0.44654567822479047
JPN,0.43658906642794154
MEX,0.4341529438613956
NGA,0.42610707679400844
ZAF,0.42226136428882016
RUS,0.4200722600856374
FRA,0.4198420426580918
SAU,0.41858731543687644
BRA,0.4134405403682861
IND,0.39975765815587844
USA,0.38776679869898456
CHN,0.379495806827392
