country,average_value
USA,10.85888917400697
AUS,10.71254536673
CAN,10.635166260852376
GBR,10.627321389556613
DEU,10.61695295722133
JPN,10.564299810551379
FRA,10.519438800975205
SAU,9.959718798730357
MEX,9.17113399371203
RUS,8.99580238204741
BRA,8.906112753247038
ZAF,8.665448720208191
CHN,8.411133412267686
NGA,7.4784420830500276
IND,7.082895822985313
