model,mae,rmse,r2,mape_percent
gradient_boosting,1.895240770764866,3.2204415127957464,0.9586793502188025,20.124317071093287
ridge_regression,2.795693330126659,3.5904481620667994,0.948638980989714,51.21832399551458
lasso_regression,3.14061474933259,3.906031370545537,0.9392134124310622,56.47450208186336
random_forest,2.459727777777779,4.254214460391014,0.9278933915725582,26.02561592072975
linear_regression,3.457426557241576,4.5343826690614595,0.9180832625326746,60.262343387691786
