model,mae,rmse,r2,mape_percent
gradient_boosting,1.1013711288677173,1.4853819414478144,0.96508467593582,1.4851857529986656
random_forest,1.373925985094805,1.729266568708889,0.9526779348710296,1.8587753107381748
lasso_regression,1.376867209114587,1.799624289622302,0.9487488646777422,1.8503882683188009
ridge_regression,1.3989272957050836,1.8093178696933938,0.9481952546837128,1.8830931068264893
linear_regression,1.4502657675813628,1.8422565921454082,0.946291869388548,1.9768465623346954
