feature,vif
life_expectancy,34.15056597275148
top_10percent_income_share_percent,12.678553873470735
trade_percent_gdp,11.135735501689147
bottom_10percent_income_share_percent,7.378243924104684
gdp_per_capita,3.846587833914982
pop_growth,1.9635720361851323
