model,mae,rmse,r2,mape_percent
lasso_regression,0.11533629075862735,0.13100884544239222,0.002221533324417324,31.971709968644905
random_forest,0.1188897279805396,0.1365984377435409,-0.08473674838805345,32.53078503313339
ridge_regression,0.12096090821386508,0.1368551349770319,-0.08881747667551876,32.13195492821941
gradient_boosting,0.12422945076287864,0.14725518241176752,-0.26059060058083916,33.33385679853337
linear_regression,0.132417605706767,0.15797124728604184,-0.45073798651212527,31.231647632925053
